Unnamed: 0,geometry,name,place_id,rating,types,vicinity,cords,reviewers
626,"{'location': {'lat': 45.5274868, 'lng': 10.2235172}, 'viewport': {'northeast': {'lat': 45.52883777989273, 'lng': 10.22485262989272}, 'southwest': {'lat': 45.52613812010728, 'lng': 10.22215297010728}}}",La Conchiglia,ChIJ2SX9Gwx2gUcRXmDdjrctrE4,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Cremona, 56, Brescia","45.527487,10.223517","['Alessandro', 'de', 'carli', 'Lucia', 'Alì', 'navajo', 'bianco', 'Miriam', 'C', 'Lorenzo', 'Eugenio', 'Guarneri']"
627,"{'location': {'lat': 45.53228, 'lng': 10.20565}, 'viewport': {'northeast': {'lat': 45.53362152989273, 'lng': 10.20699797989272}, 'southwest': {'lat': 45.53092187010729, 'lng': 10.20429832010728}}}",Pizzeria Manuno Pizza Napoletana Verace servizio domiclio e d'asporto,ChIJ5ZkH0Hp2gUcRzVaJe4-XOeE,3.7,"['meal_delivery', 'bar', 'meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Zara, 49, Brescia","45.532280,10.205650","['Vania', 'Teixeira', 'Mariia', 'Panina', 'Mark', 'Etios', 'Gicu', 'Gorenco', 'Cecilia', 'Gentile']"
628,"{'location': {'lat': 45.5374103, 'lng': 10.2185267}, 'viewport': {'northeast': {'lat': 45.53885007989272, 'lng': 10.21991962989272}, 'southwest': {'lat': 45.53615042010728, 'lng': 10.21721997010728}}}",Le Arcate,ChIJ1x0tnmt2gUcRBufICNTa0mk,3.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza del Mercato, 28, Brescia","45.537410,10.218527","['Dénes', 'Gorzó', 'Danijel', 'Nadj', 'Elena', 'Bresciani', 'carmela', 'patanè', 'Jan', 'Weijers']"
629,"{'location': {'lat': 45.535687, 'lng': 10.2252093}, 'viewport': {'northeast': {'lat': 45.53703642989272, 'lng': 10.22656262989272}, 'southwest': {'lat': 45.53433677010728, 'lng': 10.22386297010728}}}",Pizzeria Da Gianni,ChIJRW3GixN2gUcRY1oLO9JSfzI,4.3,"['liquor_store', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Francesco Crispi, 7b, Brescia","45.535687,10.225209","['lydia', 'lofthouse', 'Melvyn', 'Ede', 'Trent', 'Van', 'B', 'Paola', 'Mariella', 'Mauro', 'Mazza']"
630,"{'location': {'lat': 45.5419652, 'lng': 10.219662}, 'viewport': {'northeast': {'lat': 45.54331882989273, 'lng': 10.22093982989272}, 'southwest': {'lat': 45.54061917010728, 'lng': 10.21824017010728}}}",Pizzeria Janna Brescia,ChIJG_GWxUF2gUcRVmOiWFcCsCM,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via S. Faustino, 34, Brescia","45.541965,10.219662","['Azad', 'Onur', 'Kekilli', 'Herman', 'Ajk', 'marco', 'belmonte', 'Isabel', 'Navarro', 'Frankie', 'fox']"
631,"{'location': {'lat': 45.5286025, 'lng': 10.205908}, 'viewport': {'northeast': {'lat': 45.52992562989272, 'lng': 10.20733847989272}, 'southwest': {'lat': 45.52722597010728, 'lng': 10.20463882010728}}}",Europizza Pizza da Asporto,ChIJxdkFBXp2gUcRNpAFoxlMVCY,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Corsica, 96, Brescia","45.528602,10.205908","['Roy', 'Karny', 'Glen', 'Raig', 'Fabio', 'Cortese', 'Renato', 'Tamborini', 'Younes', 'El', 'Sharkawy']"
632,"{'location': {'lat': 45.5362281, 'lng': 10.2115936}, 'viewport': {'northeast': {'lat': 45.53754427989272, 'lng': 10.21293992989272}, 'southwest': {'lat': 45.53484462010728, 'lng': 10.21024027010728}}}",La Perla Del Mare,ChIJD6S0PG92gUcRfaHkdl-3x5k,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Contrada della Mansione, 16, Brescia","45.536228,10.211594","['Alondra', 'Navarro', 'Alberto', 'Stefana', 'Lucia', 'Cominotti', 'Andrea', 'Alesci', 'Marco']"
633,"{'location': {'lat': 45.54115710000001, 'lng': 10.2118352}, 'viewport': {'northeast': {'lat': 45.54251497989272, 'lng': 10.21313092989272}, 'southwest': {'lat': 45.53981532010728, 'lng': 10.21043127010728}}}",O'Sole Mio,ChIJP105Dmh2gUcR_hN5gt_8fz4,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via dei Mille, 13, Brescia","45.541157,10.211835","['Arvind', 'Sood', 'Barbara', 'Baldassari', 'polin', 'grichanova', 'Giulio', 'Tirelli', 'Antonella', 'Elena', 'Barbiera']"
634,"{'location': {'lat': 45.5319715, 'lng': 10.223233}, 'viewport': {'northeast': {'lat': 45.53334007989272, 'lng': 10.22457607989272}, 'southwest': {'lat': 45.53064042010728, 'lng': 10.22187642010728}}}",Ristorante Pizzeria Smeraldo,ChIJ75SuZBJ2gUcR3aqvC8j_9eg,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazzetta Cremona, 12/14, Brescia","45.531971,10.223233","['Matteo', 'Tufilli', 'Roslynn', 'Barclay', 'Gheritta', 'Gorla', 'michele', 'boccamazzo', 'Antonella', 'Elena', 'Barbiera']"
635,"{'location': {'lat': 45.5309144, 'lng': 10.2250565}, 'viewport': {'northeast': {'lat': 45.53231482989273, 'lng': 10.22643012989272}, 'southwest': {'lat': 45.52961517010728, 'lng': 10.22373047010728}}}",Areadocks North Department,ChIJ6SSr_w12gUcR8vypN1goaFA,4.3,"['restaurant', 'night_club', 'bar', 'point_of_interest', 'food', 'establishment']","Via Armando Diaz, 2, Brescia","45.530914,10.225057","['Giuseppe', 'N', 'Parissa', 'Esmaeil', 'Varze', 'Design', 'Marco', 'Zani', 'Sebastian']"
636,"{'location': {'lat': 45.5350475, 'lng': 10.2080083}, 'viewport': {'northeast': {'lat': 45.53639732989271, 'lng': 10.20935812989272}, 'southwest': {'lat': 45.53369767010727, 'lng': 10.20665847010728}}}","Pizzeria a Brescia, Pizza Delicious, Centro commerciale Freccia Rossa",ChIJQ53Pd2V2gUcRncZkIhu83iI,3.0,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Viale Italia, 31, Brescia","45.535047,10.208008","['Royly', 'Fernando', 'Matteo', 'Badinelli']"
637,"{'location': {'lat': 45.5263766, 'lng': 10.2143668}, 'viewport': {'northeast': {'lat': 45.52769997989271, 'lng': 10.21585837989272}, 'southwest': {'lat': 45.52500032010727, 'lng': 10.21315872010728}}}",Fresco - Locanda Pesce e Pizza,ChIJaUFMXnR2gUcRGxlqyO9YWyc,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Malta, 16, Brescia","45.526377,10.214367","['Dino', 'Sukhumvit', 'Tomasz', 'Szymanski', 'zina', 'borni', 'Sidass', 'Company', 'Ma', 'Ri']"
638,"{'location': {'lat': 45.5370993, 'lng': 10.2249511}, 'viewport': {'northeast': {'lat': 45.53845322989272, 'lng': 10.22636302989272}, 'southwest': {'lat': 45.53575357010727, 'lng': 10.22366337010728}}}",Gambero Rosso,ChIJl4eEXRR2gUcRGxhknPcuPWc,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Laura Cereto, 6/h, Brescia","45.537099,10.224951","['Euan', 'Brodie', 'Reno', 'Yeh', 'Alessandro', 'Baiguera', 'Alessandro', 'Coati', 'Andrea', 'Signorelli']"
639,"{'location': {'lat': 45.5400117, 'lng': 10.2201275}, 'viewport': {'northeast': {'lat': 45.54131907989272, 'lng': 10.22146882989272}, 'southwest': {'lat': 45.53861942010727, 'lng': 10.21876917010728}}}",Trattoria Caprese,ChIJbZ3N8mp2gUcRxCsBcWvvJ6Y,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza della Loggia, 11, Brescia","45.540012,10.220128","['Raymond', 'Chang', 'Alessio', 'Ganci', 'W', 'MausS', 'Timo', 'Fiedler', 'Rafael', 'Hernaiz', 'Redondo']"
640,"{'location': {'lat': 45.5452908, 'lng': 10.226445}, 'viewport': {'northeast': {'lat': 45.54667562989273, 'lng': 10.22779207989272}, 'southwest': {'lat': 45.54397597010728, 'lng': 10.22509242010728}}}",Ristorante Pizzeria Al Serbatoio,ChIJid-KSz92gUcRnuf_l74GrTs,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Galileo Galilei, 4, Brescia","45.545291,10.226445","['Alan', 'Knight', 'Roberto', 'Buzzi', 'daniela', 'wieczorek', 'Maria', 'Pia', 'Solfrizzi', 'Massimo', 'Pedrotti']"
641,"{'location': {'lat': 45.5296971, 'lng': 10.2112299}, 'viewport': {'northeast': {'lat': 45.53104692989272, 'lng': 10.21257972989272}, 'southwest': {'lat': 45.52834727010728, 'lng': 10.20988007010728}}}",A Modo Mio Cucina e Pizza,ChIJqdB4DHF2gUcRanPhBBqo78Y,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']",Brescia,"45.529697,10.211230","['stefano', 'spotti', 'Ma', 'Ri', 'adonella', 'palladino', 'a', 'Budulutsa', 'nicoletta', 'manestrini']"
642,"{'location': {'lat': 45.5384691, 'lng': 10.2210174}, 'viewport': {'northeast': {'lat': 45.53981752989272, 'lng': 10.22239697989272}, 'southwest': {'lat': 45.53711787010728, 'lng': 10.21969732010728}}}",Vineria Dolcevite,ChIJ1RbdJmt2gUcRx9_Y945tcz0,4.1,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Paolo VI, 21, Brescia","45.538469,10.221017","['angelo', 'allevi', 'Kris', 'Henry', 'Tjerk', 'Moman', 'Matt', 'H', 'Rodrigo', 'Pacioni']"
643,"{'location': {'lat': 45.5438603, 'lng': 10.2024307}, 'viewport': {'northeast': {'lat': 45.54516802989272, 'lng': 10.20376472989272}, 'southwest': {'lat': 45.54246837010728, 'lng': 10.20106507010728}}}",Pizzeria Modì 2 - Cucina Bresciana,ChIJ04sFyF92gUcR2g55EmTgBbU,3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Milano, 40, Brescia","45.543860,10.202431","['Erick', 'Griffin', 'Felice', 'Bettariga', 'Margherita', 'Bettinzana', 'Sergio', 'Boccaletti', 'Arturo', 'Antonio', 'De', 'Leo']"
644,"{'location': {'lat': 45.5403628, 'lng': 10.2204897}, 'viewport': {'northeast': {'lat': 45.54169377989272, 'lng': 10.22190942989272}, 'southwest': {'lat': 45.53899412010728, 'lng': 10.21920977010728}}}",Caffè Floriam,ChIJE66Ymmp2gUcRRMqsUelcSFk,4.2,"['restaurant', 'cafe', 'point_of_interest', 'food', 'establishment']","Via Gasparo da Salò, 3, Brescia","45.540363,10.220490","['Cornelius', 'B', 'Giorgio', 'Brambilla', 'Francis', 'Darlington', 'Claes', 'C', 'Roberto', 'Zini']"
645,"{'location': {'lat': 45.5407293, 'lng': 10.214721}, 'viewport': {'northeast': {'lat': 45.54209887989272, 'lng': 10.21607632989272}, 'southwest': {'lat': 45.53939922010728, 'lng': 10.21337667010728}}}",Pizzeria Kenzy,ChIJub4Yzml2gUcRuqsa9TjxNEE,3.8,"['meal_takeaway', 'restaurant', 'point_of_interest', 'food', 'establishment']","Corso Giuseppe Garibaldi, 17, Brescia","45.540729,10.214721","['Trent', 'Van', 'B', 'Denis', 'Dascal', 'Russo', 'Russo', 'Manuel', 'Belli', 'Andrian', 'Groita']"
646,"{'location': {'lat': 45.5386497, 'lng': 10.2210673}, 'viewport': {'northeast': {'lat': 45.53999957989272, 'lng': 10.22241672989272}, 'southwest': {'lat': 45.53729992010727, 'lng': 10.21971707010728}}}",MADAMA Bar Restaurant Pizza,ChIJU5N2xWp2gUcRcaPMOiHkeM4,3.9,"['bar', 'restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Paolo VI, 19, Brescia","45.538650,10.221067","['Jakub', 'Makowski', 'Filippo', 'Marchesini', 'Sissi', 'Großkreuz', 'irene', 'zarcone', 'Nicola', 'Morandi']"
647,"{'location': {'lat': 45.545768, 'lng': 10.207814}, 'viewport': {'northeast': {'lat': 45.54709817989271, 'lng': 10.20915297989272}, 'southwest': {'lat': 45.54439852010726, 'lng': 10.20645332010728}}}",Bella Napoli Pizzeria - Brescia,ChIJyxiQPVx2gUcR9K-XSWTopEo,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Montebello, 12, Brescia","45.545768,10.207814","['Matteo', 'Tufilli', 'Bassam', 'Imam', 'Lucy', 'Alvaro', 'IYttriumI', 'Veronica', 'Olar']"
648,"{'location': {'lat': 45.543273, 'lng': 10.2165591}, 'viewport': {'northeast': {'lat': 45.54463397989272, 'lng': 10.21791552989272}, 'southwest': {'lat': 45.54193432010727, 'lng': 10.21521587010728}}}",Adam Pizza Brescia,ChIJrRBCN0J2gUcRj-7YAhesUzg,3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Contrada del Carmine, 33, Brescia","45.543273,10.216559","['Carole', 'Nya', 'Marco', 'Venturoli']"
649,"{'location': {'lat': 45.5271334, 'lng': 10.2291862}, 'viewport': {'northeast': {'lat': 45.52847012989271, 'lng': 10.23033832989272}, 'southwest': {'lat': 45.52577047010727, 'lng': 10.22763867010728}}}",Dom Art Ristorante Pizza Lab,ChIJvzMJRQ92gUcRQ4woRaDg4G0,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Berardo Maggi, 39, Brescia","45.527133,10.229186","['Euan', 'Brodie', 'Nejc', 'Pregelj', 'Tomaž', 'Šček', 'Gianluigi', 'Orlandi', 'Manuela', 'Cancarini']"
650,"{'location': {'lat': 45.5267927, 'lng': 10.2059534}, 'viewport': {'northeast': {'lat': 45.52818037989272, 'lng': 10.20732052989272}, 'southwest': {'lat': 45.52548072010728, 'lng': 10.20462087010728}}}",La Gozadera,ChIJFasoYHd2gUcRen5xauVOVuM,3.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Luigi Rizzo, 38, Brescia","45.526793,10.205953","['Giusy', ""D'Alessio"", 'joyce', 'joyce', 'massimo', 'andreotti', 'bruna', 'bianchetti', 'Fusco', 'Lorenzo']"
651,"{'location': {'lat': 45.543777, 'lng': 10.211802}, 'viewport': {'northeast': {'lat': 45.54511122989273, 'lng': 10.21321222989272}, 'southwest': {'lat': 45.54241157010728, 'lng': 10.21051257010728}}}",Pizzeria Italia - Pizza D'Asporto,ChIJqXqxLV12gUcR3b-hGzSh84k,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Nicolò Tartaglia, 41, Brescia","45.543777,10.211802",['Mr. Hoodoo']
652,"{'location': {'lat': 45.5452656, 'lng': 10.2286886}, 'viewport': {'northeast': {'lat': 45.54661542989273, 'lng': 10.23003842989272}, 'southwest': {'lat': 45.54391577010728, 'lng': 10.22733877010728}}}",Pizzeria tayer,ChIJ5yjFbkp2gUcR-YoJurkDCyI,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Camillo Bisio, 45, Brescia","45.545266,10.228689","['Miss', 'Sharma', 'Mirco', 'Antonini', 'Elly', 'Oscar', 'Palmieri', 'Veronica', 'Bucsa']"
653,"{'location': {'lat': 45.5262027, 'lng': 10.2235527}, 'viewport': {'northeast': {'lat': 45.52755397989272, 'lng': 10.22488087989272}, 'southwest': {'lat': 45.52485432010727, 'lng': 10.22218122010728}}}",Istanbul Pizza & Kebab,ChIJ8TP8_Qt2gUcRYa0MDfBr2SA,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Cremona, 87, Brescia","45.526203,10.223553","['ROJHAT', 'ATMALIOGLU', 'marina', 'bresciani', 'Agostino', 'Ferrari', 'Matteo', 'Pasetti', 'Paolo', 'Codenotti']"
654,"{'location': {'lat': 45.5306332, 'lng': 10.2251776}, 'viewport': {'northeast': {'lat': 45.53198022989272, 'lng': 10.22657737989272}, 'southwest': {'lat': 45.52928057010728, 'lng': 10.22387772010728}}}",AREADOCKS SRL,ChIJa3li_Q12gUcR2C4_W_ASA9c,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gerolamo Sangervasio, 12a, Brescia","45.530633,10.225178","['Valentina', 'Bastrakova', 'Joeven', 'Mixon', 'Guerrero', 'Morena', 'Q', 'luigi', 'paganello', 'Antonio', 'Meo']"
655,"{'location': {'lat': 45.542019, 'lng': 10.2121499}, 'viewport': {'northeast': {'lat': 45.54338322989272, 'lng': 10.21342207989272}, 'southwest': {'lat': 45.54068357010728, 'lng': 10.21072242010728}}}",Ristorante Taj Mahal Brescia,ChIJFY8qpkJ2gUcRyXB7FYL7k14,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Calatafimi, 6A, Brescia","45.542019,10.212150","['Luigi', 'Wilmo', 'Franceschetti', 'Naeil', 'El-Kadi', 'Zeeshan', 'Mukhtar', 'Hajrah', 'Aslam', 'Mohsin', 'Jameel']"
656,"{'location': {'lat': 45.5350111, 'lng': 10.2207059}, 'viewport': {'northeast': {'lat': 45.53636212989272, 'lng': 10.22203897989272}, 'southwest': {'lat': 45.53366247010727, 'lng': 10.21933932010728}}}",Ristorante Nineteen - 19,ChIJzR3symx2gUcR6hahSR3Ive4,4.4,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Pietro Bulloni, 19, Brescia","45.535011,10.220706","['Sergey', 'Poleff', 'Daniel', 'Fernandez', 'Giovanni', 'Ghigliotti', 'Nicola', 'Morandi', 'Paola', 'Mariella']"
657,"{'location': {'lat': 45.5460904, 'lng': 10.2202349}, 'viewport': {'northeast': {'lat': 45.54743322989272, 'lng': 10.22163037989272}, 'southwest': {'lat': 45.54473357010728, 'lng': 10.21893072010728}}}",Pizzeria Trento,ChIJ4fi_tUZ2gUcRZS2l00fbcVg,3.6,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Cesare Battisti, 29, Brescia","45.546090,10.220235","['paola', 'plebani', 'Eleonora', 'Danelon', 'Enzo', 'Pedretti', 'Frankie', 'fox', 'Matteo', 'Manessi']"
658,"{'location': {'lat': 44.8038885, 'lng': 10.3292084}, 'viewport': {'northeast': {'lat': 44.80524397989273, 'lng': 10.33051077989272}, 'southwest': {'lat': 44.80254432010728, 'lng': 10.32781112010728}}}",Ristorante Pizzeria Al Corsaro,ChIJPbs2l-hqgEcRjsWLIWVqiY4,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Str. Cavour, 37, Parma","44.803888,10.329208","['S', 'Man', 'Jesus', 'M', 'Diaz', 'Andy', 'Swettenham', 'Dariusz', 'Burnat', 'Erlend', 'Vinsand']"
659,"{'location': {'lat': 44.8023849, 'lng': 10.3258965}, 'viewport': {'northeast': {'lat': 44.80376567989272, 'lng': 10.32716777989272}, 'southwest': {'lat': 44.80106602010727, 'lng': 10.32446812010728}}}",Pizza e Gelato Orfeo,ChIJ77dQ6eVqgEcRpQuuIUbV51c,3.9,"['store', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Giosuè Carducci, 5, Parma","44.802385,10.325897","['Fabian', 'Hanu', 'Kostas', 'Spiliotis', 'Marten', 'de', 'Vlugt', 'jim', 'jim', 'Brian', 'Kilgallen']"
660,"{'location': {'lat': 44.8025634, 'lng': 10.322822}, 'viewport': {'northeast': {'lat': 44.80387112989271, 'lng': 10.32415037989272}, 'southwest': {'lat': 44.80117147010727, 'lng': 10.32145072010728}}}",Dal Teo,ChIJI5aVFOVqgEcR0Mdd11pppzM,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Filippo Corridoni, 15, Parma","44.802563,10.322822","['Jennifer', 'Mitkal', 'Matthias', 'H', 'Sergios', 'P', 'Dan', 'C', 'Davide', 'Morini']"
661,"{'location': {'lat': 44.80106749999999, 'lng': 10.3281256}, 'viewport': {'northeast': {'lat': 44.80259477989273, 'lng': 10.32954497989272}, 'southwest': {'lat': 44.79989512010729, 'lng': 10.32684532010728}}}",Ristorante Pizzeria La Duchessa,ChIJtwlj9eZqgEcR-p-hsvOtQts,3.8,"['restaurant', 'point_of_interest', 'food', 'establishment']","Piazza Giuseppe Garibaldi, 1, Parma","44.801067,10.328126","['Victor', 'Petcu', 'Dimmie', 'Azu', 'Katharina', 'Koe', 'Thaer', 'Hwiety', 'Abdullah', 'Najm']"
662,"{'location': {'lat': 44.8065915, 'lng': 10.3143131}, 'viewport': {'northeast': {'lat': 44.80791602989272, 'lng': 10.31581937989272}, 'southwest': {'lat': 44.80521637010727, 'lng': 10.31311972010728}}}",Ristorante Santa Croce,ChIJJcj5EvdqgEcRinXTcJ2Nrak,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Alberto Pasini, 20, Parma","44.806592,10.314313","['Tim', 'Demuth', 'Mostly', 'Harmless', 'Oláh', 'György', 'Mattia', 'Zanchini', 'Stefano', 'Fanti']"
663,"{'location': {'lat': 44.8071068, 'lng': 10.3319045}, 'viewport': {'northeast': {'lat': 44.80851397989272, 'lng': 10.33328712989272}, 'southwest': {'lat': 44.80581432010728, 'lng': 10.33058747010728}}}",New Busky,ChIJod2ehOlqgEcR-pLDw0xqEE4,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Mentana, 130, Parma","44.807107,10.331905","['h', 'Milena', 'Molozzu', 'Alessandro', 'Furca', 'vanessa', 'vernizzi', 'Cinzia', 'Biacca']"
664,"{'location': {'lat': 44.8063343, 'lng': 10.3349396}, 'viewport': {'northeast': {'lat': 44.80768412989272, 'lng': 10.33628942989272}, 'southwest': {'lat': 44.80498447010728, 'lng': 10.33358977010728}}}",Pizzeria Sciò,ChIJr1p6DcJqgEcRbfj8NL5W_F8,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Gandini Mario, 3/A, Parma","44.806334,10.334940","['Gaëtan', 'Boehringer', 'Mohamed', 'Ali', 'Alex', 'Z', 'Paolo', 'Bortolotti', 'Rita', 'Vitalone']"
665,"{'location': {'lat': 44.7950658, 'lng': 10.3362427}, 'viewport': {'northeast': {'lat': 44.79644252989272, 'lng': 10.33772522989272}, 'southwest': {'lat': 44.79374287010727, 'lng': 10.33502557010728}}}",Al Petitot,ChIJs1lbxdhqgEcR_Vt4RBAjWgg,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Pomponio Torelli, 1/A, Parma","44.795066,10.336243","['Osian', 'Iorwerth', 'Bruce', 'Campbell', 'Robert', 'Sjöström', 'PierAngela', 'Lentini', 'Daniela', 'Mori']"
666,"{'location': {'lat': 44.8003821, 'lng': 10.3279543}, 'viewport': {'northeast': {'lat': 44.80173277989273, 'lng': 10.32925567989272}, 'southwest': {'lat': 44.79903312010728, 'lng': 10.32655602010728}}}",Dolcevita,ChIJwZZy8uZqgEcRYdeEFSXzGPU,3.7,"['restaurant', 'point_of_interest', 'food', 'establishment']","Str. Luigi Carlo Farini, 16, Parma","44.800382,10.327954","['Jasmine', 'Chen', 'Brent', 'V', 'Robert', 'Sjöström', 'Dimmie', 'Azu', 'Berrak', 'Eryasa']"
667,"{'location': {'lat': 44.8086957, 'lng': 10.3324317}, 'viewport': {'northeast': {'lat': 44.81004552989273, 'lng': 10.33378152989272}, 'southwest': {'lat': 44.80734587010728, 'lng': 10.33108187010728}}}",Da Luca,ChIJFW4hLupqgEcRkRMZyc6AeDA,4.3,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Fratti, 22, Parma","44.808696,10.332432","['Bob', 'Wroe', 'Pete', 'Buszard', 'Fabian', 'Hanu', 'Sara', 'Bongiorni', 'Jesse', 'Stam']"
668,"{'location': {'lat': 44.8009047, 'lng': 10.3326109}, 'viewport': {'northeast': {'lat': 44.80225712989272, 'lng': 10.33394212989272}, 'southwest': {'lat': 44.79955747010727, 'lng': 10.33124247010728}}}",Parma Pizza,ChIJRwEued1qgEcR9SAMIjLGZgM,4.5,"['restaurant', 'point_of_interest', 'food', 'establishment']","Str. Petrarca, 1/c, Parma","44.800905,10.332611","['Mark', 'Kennedy', 'francesca', 'maria', 'bernardi', 'Francesca', 'Accarino', 'leandro', 'albani', 'Livia', 'Grasselli']"
669,"{'location': {'lat': 44.7938905, 'lng': 10.3129175}, 'viewport': {'northeast': {'lat': 44.79516957989271, 'lng': 10.31434682989272}, 'southwest': {'lat': 44.79246992010727, 'lng': 10.31164717010728}}}",La Perla,ChIJ7d2hOwJrgEcR41gB5y_uJLo,3.9,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via la Spezia, 61, Parma","44.793891,10.312917","['Francesco', 'Agueci', 'Liubetta', 'Novari', 'matteo', 'salsi', 'Alain', 'KAP', 'Sisi', 'Lori']"
670,"{'location': {'lat': 44.8037006, 'lng': 10.3143443}, 'viewport': {'northeast': {'lat': 44.80506932989273, 'lng': 10.31558707989272}, 'southwest': {'lat': 44.80236967010728, 'lng': 10.31288742010728}}}",Un Posto al Sole,ChIJp2LF6flqgEcR94xSBmSt3C4,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Vittoria, 43, Parma","44.803701,10.314344","['Giovanni', 'De', 'Francesco', 'Riccardo', 'OLIVIERI', 'DRAKE', 'Muyodi', 'Fortunato', 'Di', 'Caterino', 'Oscar', 'Salerni']"
671,"{'location': {'lat': 44.802738, 'lng': 10.321778}, 'viewport': {'northeast': {'lat': 44.80406362989272, 'lng': 10.32311482989272}, 'southwest': {'lat': 44.80136397010727, 'lng': 10.32041517010728}}}",L'Acquolina,ChIJbzUDSOVqgEcRtOMrZlPsGk0,3.7,"['meal_delivery', 'cafe', 'store', 'restaurant', 'point_of_interest', 'food', 'establishment']","Via Massimo D'Azeglio, 13, Parma","44.802738,10.321778","['J', 'Johannson', 'Gabriele', 'Musco', 'Pete', 'Clark', 'Mariella', 'Napoli', 'Sara', 'Colaci']"
672,"{'location': {'lat': 44.8021329, 'lng': 10.3250268}, 'viewport': {'northeast': {'lat': 44.80346717989272, 'lng': 10.32637077989272}, 'southwest': {'lat': 44.80076752010728, 'lng': 10.32367112010728}}}",Da Filippo,ChIJJ6FmvOVqgEcRtqZWmIwuPds,4.2,"['restaurant', 'point_of_interest', 'food', 'establishment']","Strada Giuseppe Mazzini, 41, Parma","44.802133,10.325027","['Ola', 'Brönnheden', 'Nia', 'F', 'dutty', 'tactics', 'Wopke', 'van', 'der', 'Werf', 'Gian', 'Jones']"
673,"{'location': {'lat': 44.7886619, 'lng': 10.3281493}, 'viewport': {'northeast': {'lat': 44.78999377989272, 'lng': 10.32950327989272}, 'southwest': {'lat': 44.78729412010728, 'lng': 10.32680362010728}}}",Ristorante Pizzeria & Enoteca San Martino,ChIJ9wU3uhhrgEcRtebN2nwqvGE,4.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale S. Martino, 2, Parma","44.788662,10.328149","['Ana', 'Laura', 'Renier', 'Cilliers', 'Maximilian', 'Detken', 'Michele', 'Sassi', 'Valerio', 'Aletti']"
674,"{'location': {'lat': 44.793026, 'lng': 10.3371547}, 'viewport': {'northeast': {'lat': 44.79439467989273, 'lng': 10.33859602989272}, 'southwest': {'lat': 44.79169502010728, 'lng': 10.33589637010728}}}","Paprika, Parma",ChIJkTb0nNhqgEcR8RIXOSJnLlE,4.1,"['restaurant', 'point_of_interest', 'food', 'establishment']","Via Pomponio Torelli, 15, Parma","44.793026,10.337155","['Paul', 'Heller', 'Mathias', 'Vielberth', 'Tony', 'Johnson', 'Antonio', 'Cucchiaro', 'Aminata', 'Sene']"
675,"{'location': {'lat': 44.8005152, 'lng': 10.3385703}, 'viewport': {'northeast': {'lat': 44.80184437989272, 'lng': 10.34001187989272}, 'southwest': {'lat': 44.79914472010728, 'lng': 10.33731222010728}}}",Ristorante Il Vagabondo,ChIJawQFettqgEcRUljft3kVVhI,0.0,"['restaurant', 'point_of_interest', 'food', 'establishment']","Viale Mentana, 12, Parma","44.800515,10.338570",['Mr. Hoodoo']
